case_id,case_name,tech_id,tech_name,case_description
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0863,User Execution,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0863,User Execution,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0863,User Execution,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0863,User Execution,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0863,User Execution,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0863,User Execution,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0863,User Execution,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0853,Scripting,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0853,Scripting,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0853,Scripting,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0853,Scripting,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0853,Scripting,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0853,Scripting,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0853,Scripting,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0853,Scripting,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0853,Scripting,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0853,Scripting,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0853,Scripting,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0853,Scripting,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0853,Scripting,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0853,Scripting,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0853,Scripting,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0859,Valid Accounts,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0859,Valid Accounts,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0859,Valid Accounts,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0843,Program Download,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0843,Program Download,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0843,Program Download,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0843,Program Download,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0843,Program Download,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0843,Program Download,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0843,Program Download,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0843,Program Download,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0843,Program Download,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0843,Program Download,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0843,Program Download,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0843,Program Download,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0843,Program Download,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0888,Remote System Information Discovery,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0888,Remote System Information Discovery,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0888,Remote System Information Discovery,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0888,Remote System Information Discovery,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0888,Remote System Information Discovery,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0888,Remote System Information Discovery,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0888,Remote System Information Discovery,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0888,Remote System Information Discovery,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0888,Remote System Information Discovery,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0888,Remote System Information Discovery,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0888,Remote System Information Discovery,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0811,Data from Information Repositories,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0811,Data from Information Repositories,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0811,Data from Information Repositories,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0809,Data Destruction,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0809,Data Destruction,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0809,Data Destruction,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0809,Data Destruction,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0809,Data Destruction,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0809,Data Destruction,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0809,Data Destruction,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0809,Data Destruction,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0809,Data Destruction,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0881,Service Stop,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0881,Service Stop,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0881,Service Stop,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0881,Service Stop,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0881,Service Stop,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0881,Service Stop,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0881,Service Stop,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0881,Service Stop,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0826,Loss of Availability,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0826,Loss of Availability,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0826,Loss of Availability,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0826,Loss of Availability,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0826,Loss of Availability,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0826,Loss of Availability,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0826,Loss of Availability,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0826,Loss of Availability,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0826,Loss of Availability,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0827,Loss of Control,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0827,Loss of Control,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0827,Loss of Control,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0827,Loss of Control,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0827,Loss of Control,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0828,Loss of Productivity and Revenue,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0828,Loss of Productivity and Revenue,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0829,Loss of View,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0829,Loss of View,
PAR014,LOCKERGOGA RANSOMWARE ATTACK ON NORSK HYDRO 2019,T0829,Loss of View,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0864,Transient Cyber Asset,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0864,Transient Cyber Asset,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0864,Transient Cyber Asset,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0883,Internet Accessible Device,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0822,External Remote Services,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0859,Valid Accounts,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0881,Service Stop,
PAR015,KANSAS WATER UTILITY INSIDER CYBER ATTACK 2019,T0826,Loss of Availability,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0822,External Remote Services,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0822,External Remote Services,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0862,Supply Chain Compromise,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0862,Supply Chain Compromise,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0862,Supply Chain Compromise,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0862,Supply Chain Compromise,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0862,Supply Chain Compromise,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0862,Supply Chain Compromise,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0862,Supply Chain Compromise,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0862,Supply Chain Compromise,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0862,Supply Chain Compromise,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0862,Supply Chain Compromise,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0862,Supply Chain Compromise,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0862,Supply Chain Compromise,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0862,Supply Chain Compromise,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0863,User Execution,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0863,User Execution,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0863,User Execution,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0863,User Execution,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0863,User Execution,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0863,User Execution,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0863,User Execution,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0863,User Execution,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0863,User Execution,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0863,User Execution,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0863,User Execution,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0834,Native API,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0834,Native API,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0834,Native API,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0834,Native API,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0834,Native API,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0871,Execution through API,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0871,Execution through API,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0871,Execution through API,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0871,Execution through API,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0871,Execution through API,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0871,Execution through API,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0871,Execution through API,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0871,Execution through API,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0871,Execution through API,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
PAR016,2020 SOLARWINDS SUPPLY CHAIN COMPROMISE AGAINST A U.S. ENERGY PROVIDER,T0849,Masquerading,
